emp_no,first_name,last_name,to_date
172423,Yucel,Stellhorn,9999-01-01
172440,Kenroku,Junot,9999-01-01
172453,Changho,Gerlach,9999-01-01
172455,Kokou,Itzigehl,9999-01-01
172466,Shmuel,Jording,9999-01-01
172482,Stein,Collavizza,9999-01-01
172503,Otilia,Pargas,9999-01-01
172523,Navin,Sluis,9999-01-01
172530,Shahab,Peris,9999-01-01
172531,Masamitsu,Fordan,9999-01-01
172536,Fatemeh,Jansen,9999-01-01
172541,Kayoko,Nilsson,9999-01-01
172546,Susumu,Ratnakar,9999-01-01
172555,Yuping,Bondorf,9999-01-01
172574,Yucel,Landherr,9999-01-01
172575,Masako,Baranowski,9999-01-01
172582,Rosalie,Barriga,9999-01-01
172591,Rafols,Ladret,9999-01-01
172597,Xiaobin,Srimani,9999-01-01
172601,Hideyuki,Bernardeschi,9999-01-01
172616,Vivian,Ramalingam,9999-01-01
172632,Kendra,Buchter,9999-01-01
172647,Theron,Taubman,9999-01-01
172650,Gopalakrishnan,Streit,9999-01-01
172656,Sverrir,Egerstedt,9999-01-01
172660,Marit,Syrzycki,9999-01-01
172670,Martins,Ranum,9999-01-01
172688,Fumino,Riexinger,9999-01-01
172698,Kazuhira,Wixon,9999-01-01
172702,Eishiro,Zumaque,9999-01-01
172704,Sahrah,Gyimothy,9999-01-01
172712,Kamakshi,Stanger,9999-01-01
172721,Mart,Setlzner,9999-01-01
172725,Ishfaq,Sooriamurthi,9999-01-01
172726,Sajjad,Melton,9999-01-01
172750,Miyeon,Schiettecatte,9999-01-01
172758,Mitsuyuki,Schahn,9999-01-01
172761,Maris,Waschkowski,9999-01-01
172778,Mari,Muhlberg,9999-01-01
172796,Guttorm,Lammel,9999-01-01
172815,Supot,Compeau,9999-01-01
172826,Aamer,Krider,9999-01-01
172832,Christfried,Gyorkos,9999-01-01
172839,Vasiliy,Coullard,9999-01-01
172893,Arnould,Seiwald,9999-01-01
172907,Hatsukazu,Erdi,9999-01-01
172919,Mara,Gajiwala,9999-01-01
172925,IEEE,Egerstedt,9999-01-01
172928,Geoff,Pettit,9999-01-01
172944,Naftali,Gist,9999-01-01
172959,Breannda,Gini,9999-01-01
172963,Bluma,Goodrum,9999-01-01
172978,Maha,Feldmann,9999-01-01
173000,Suvo,Lanphier,9999-01-01
173001,Anneli,Matzov,9999-01-01
173018,Guttorm,Danley,9999-01-01
173021,Weiye,Speek,9999-01-01
173025,Mayuko,Bale,9999-01-01
173026,Gennady,Versino,9999-01-01
173050,Idoia,Ginneken,9999-01-01
173053,Kazuhiko,Homond,9999-01-01
173064,Susuma,Egerstedt,9999-01-01
173081,Kasidit,Vanwelkenhuysen,9999-01-01
173086,Xiaobin,Jenevein,9999-01-01
173095,Subhrajyoti,Raney,9999-01-01
173099,Masadi,Schapire,9999-01-01
173107,Bluma,Roisin,9999-01-01
173109,Subhrajyoti,Ranai,9999-01-01
173113,Xianlong,Undy,9999-01-01
173136,Arup,Avouris,9999-01-01
173137,Zhiwei,Angelopoulos,9999-01-01
173141,Baziley,Jullig,9999-01-01
173147,Hyuckchul,Ranai,9999-01-01
173151,Berry,Hinsberger,9999-01-01
173166,Niclas,Stavenow,9999-01-01
173167,Masaki,Linares,9999-01-01
173168,Berhard,Baca,9999-01-01
173172,Fumiya,Broomell,9999-01-01
173191,Iara,Salinas,9999-01-01
173196,Kokou,Gulak,9999-01-01
173199,Shen,Wielonsky,9999-01-01
173208,Giri,Awdeh,9999-01-01
173219,Ranan,Gini,9999-01-01
173221,Zhilian,Luck,9999-01-01
173223,Sampalli,Genther,9999-01-01
173227,Adhemar,Lyonns,9999-01-01
173234,Howell,Schieder,9999-01-01
173235,Atreyi,Hoppenstand,9999-01-01
173244,Hisao,Pokrovskii,9999-01-01
173248,Hisao,Khalil,9999-01-01
173253,Mostafa,Fordan,9999-01-01
173259,Xiaocheng,Rassart,9999-01-01
173273,Jeong,Fiebach,9999-01-01
173295,Bedir,Sullins,9999-01-01
173307,Siddarth,Kranzdorf,9999-01-01
173330,Arie,Luit,9999-01-01
173338,Mitsuyuki,Perko,9999-01-01
173360,Leah,Rullman,9999-01-01
173379,Emdad,Caine,9999-01-01
173385,Sanjeeva,Butterworth,9999-01-01
173387,Temple,Sridhar,9999-01-01
173391,Ewing,Bolotov,9999-01-01
173399,Arnould,Farrar,9999-01-01
173420,Maha,Bernardeschi,9999-01-01
173423,Rutger,Gente,9999-01-01
173424,Mariangiola,Gils,9999-01-01
173453,Subbu,Falster,9999-01-01
173454,Claudi,Kropf,9999-01-01
173460,Tran,Munke,9999-01-01
173465,Selwyn,Haumacher,9999-01-01
173473,Gopalakrishnan,Brodal,9999-01-01
173487,Theron,Jarecki,9999-01-01
173492,Sverrir,Nilsson,9999-01-01
173525,Sachio,Gyorkos,9999-01-01
173535,Deniz,Bolotov,9999-01-01
173539,Mayuko,Lorie,9999-01-01
173541,Youssef,Berendt,9999-01-01
173542,Remko,Strandh,9999-01-01
173550,Reinhard,Baek,9999-01-01
173553,Jaques,Matzat,9999-01-01
173565,Dharmaraja,Cummings,9999-01-01
173576,KayLiang,Uhrik,9999-01-01
173594,Barun,Gips,9999-01-01
173598,Visit,Anguita,9999-01-01
173599,Teunis,Erie,9999-01-01
173602,Ulf,Cullers,9999-01-01
173607,Froduald,Ruther,9999-01-01
173612,Suzette,Heydon,9999-01-01
173616,Parviz,Restivo,9999-01-01
173633,Waiman,Pepe,9999-01-01
173655,Ute,Terekhov,9999-01-01
173665,Gina,Alpin,9999-01-01
173672,Weidon,Hellwagner,9999-01-01
173680,Florina,Stifter,9999-01-01
173686,Luisa,Kaelbling,9999-01-01
173738,Abdulla,Bashian,9999-01-01
173739,Yagil,Kleiser,9999-01-01
173755,Huai,Frezza,9999-01-01
173760,Magdalena,Siksek,9999-01-01
173763,Kazunori,Bressoud,9999-01-01
173778,Szabolcs,Gulak,9999-01-01
173802,Janche,Oppitz,9999-01-01
173815,Hauke,Christ,9999-01-01
173817,Brigham,Merel,9999-01-01
173823,Elliott,Validov,9999-01-01
173829,Takanari,Ellozy,9999-01-01
173849,Yolla,Constantine,9999-01-01
173854,Jagoda,Ohori,9999-01-01
173886,Lein,Matzen,9999-01-01
173904,Tianruo,Carrere,9999-01-01
173917,Elzbieta,Dymetman,9999-01-01
173918,Masali,Dolinsky,9999-01-01
173926,Jaques,Peral,9999-01-01
173938,Sampalli,Berstel,9999-01-01
173945,Pintsang,Gecsel,9999-01-01
173950,Poorav,Yamaashi,9999-01-01
173965,Suebskul,Emmerich,9999-01-01
173972,Siamak,Markovitch,9999-01-01
173981,Shaowen,Schmiedel,9999-01-01
173998,Armond,Vecchi,9999-01-01
174010,Tiina,Stifter,9999-01-01
174013,Licheng,Sinitsyn,9999-01-01
174018,Reinhold,Anick,9999-01-01
174022,Gita,Begiun,9999-01-01
174038,Baziley,Stifter,9999-01-01
174044,Ulises,Barreiro,9999-01-01
174064,Oscar,Smeets,9999-01-01
174093,Rosita,Casley,9999-01-01
174099,Martine,Serov,9999-01-01
174106,Sadok,Feldmann,9999-01-01
174108,Vojin,Acton,9999-01-01
174111,Aris,Deverell,9999-01-01
174112,Shridhar,Simkin,9999-01-01
174121,Serenella,Valiente,9999-01-01
174122,Xiaopeng,Suermann,9999-01-01
174123,Sverrir,Rohrbach,9999-01-01
174130,Rasikan,Lichtman,9999-01-01
174147,Hyuckchul,Oppitz,9999-01-01
174150,Arnould,Thibadeau,9999-01-01
174153,Guangming,Suomi,9999-01-01
174169,Saeed,Cronin,9999-01-01
174175,Ziya,Hatcliff,9999-01-01
174176,Heather,Worfolk,9999-01-01
174186,Arun,Montemayor,9999-01-01
174199,Jianwen,Brizzi,9999-01-01
174212,Navin,Klerer,9999-01-01
174213,Tonia,Marquardt,9999-01-01
174215,Limsoon,Schaap,9999-01-01
174223,Richard,Siprelle,9999-01-01
174225,Almudena,Koblick,9999-01-01
174226,Karlis,Mahmud,9999-01-01
174237,Salvador,Lagarias,9999-01-01
174259,Rayond,Benzaken,9999-01-01
174261,Sadun,Papsdorf,9999-01-01
174267,Odoardo,Covnot,9999-01-01
174272,Herbert,Rotem,9999-01-01
174274,Snehasis,Pelc,9999-01-01
174275,Shmuel,Fasbender,9999-01-01
174305,Mohua,Lienhardt,9999-01-01
174306,Heather,Halloran,9999-01-01
174317,Boguslaw,Frolund,9999-01-01
174331,Xiaobin,Curless,9999-01-01
174352,Kristen,Speer,9999-01-01
174359,Kenroku,Penttonen,9999-01-01
174363,Luerbio,Garigliano,9999-01-01
174381,Niteen,McAlpine,9999-01-01
174408,Freyja,Krohn,9999-01-01
174415,Abdelghani,Waeselynck,9999-01-01
174428,Jeane,Barinka,9999-01-01
174440,Uzi,Furudate,9999-01-01
174453,JiYoung,McFarlin,9999-01-01
174459,Mizuhito,Ghelli,9999-01-01
174466,Horward,Sinitsyn,9999-01-01
174471,Katsuo,Kroha,9999-01-01
174481,Muzhong,Rando,9999-01-01
174484,Wilmer,Baca,9999-01-01
174486,Ewing,Jording,9999-01-01
174502,Sigeru,Orsini,9999-01-01
174517,Ebru,Harllee,9999-01-01
174519,Yolla,Itzfeldt,9999-01-01
174520,Manibrata,Cyre,9999-01-01
174531,Parke,Kalefeld,9999-01-01
174532,Barna,Brender,9999-01-01
174560,Gunilla,Ashish,9999-01-01
174570,Mani,Panwar,9999-01-01
174571,Branimir,Perl,9999-01-01
174590,Berthier,Willoner,9999-01-01
174605,Valeri,Rosis,9999-01-01
174612,Flemming,Herbst,9999-01-01
174617,Margo,Pero,9999-01-01
174632,Shaw,Sullins,9999-01-01
174637,Hatim,Calkin,9999-01-01
174643,Kazuyasu,Mahnke,9999-01-01
174658,Aral,Lichtman,9999-01-01
174663,Kolar,Melter,9999-01-01
174688,Martial,Stenning,9999-01-01
174691,Deborah,Luon,9999-01-01
174692,Uwe,Mitsuhashi,9999-01-01
174701,Shigeo,Polupanov,9999-01-01
174705,Zissis,Businaro,9999-01-01
174713,Jovan,Kobara,9999-01-01
174714,Sangeeta,Rajcani,9999-01-01
174715,Venkatesan,Sewelson,9999-01-01
174724,Remmert,Usery,9999-01-01
174728,Temple,Genther,9999-01-01
174742,Adel,McConalogue,9999-01-01
174748,Xiong,Furudate,9999-01-01
174749,Babette,Baig,9999-01-01
174753,Izaskun,Setia,9999-01-01
174756,Hitofumi,Kriebel,9999-01-01
174770,Filipp,Syrzycki,9999-01-01
174775,DAIDA,DeMori,9999-01-01
174777,Juichirou,Syrotiuk,9999-01-01
174789,Sashi,Yemenis,9999-01-01
174800,Kristine,Azadmanesh,9999-01-01
174811,Xinglin,Riefers,9999-01-01
174814,Hilary,Birjandi,9999-01-01
174823,Kristine,Bennet,9999-01-01
174825,Ymte,Collavizza,9999-01-01
174838,Jeanna,Reutenauer,9999-01-01
174839,Sreekrishna,Erman,9999-01-01
174867,Valeri,Asrin,9999-01-01
174873,Gino,Fandrianto,9999-01-01
174876,Sadok,Muntz,9999-01-01
174880,Slavian,Peres,9999-01-01
174888,Trygve,Kopetz,9999-01-01
174915,Serenella,Unno,9999-01-01
174919,Constantino,McAlpine,9999-01-01
174932,Menkae,Rajaraman,9999-01-01
174954,Yuichiro,Esteva,9999-01-01
174956,Mantis,Gips,9999-01-01
174960,Kristinn,Rissland,9999-01-01
174962,Mang,Chachaty,9999-01-01
174970,Baoqiu,Salinas,9999-01-01
174975,Atilio,Hardjono,9999-01-01
174976,Jagoda,Brobst,9999-01-01
174977,Jahangir,Narlikar,9999-01-01
174978,Rafael,Dredge,9999-01-01
174980,Souichi,Muniz,9999-01-01
174993,Collette,Farrel,9999-01-01
174996,Shaz,Einsfeld,9999-01-01
175019,Gou,Brender,9999-01-01
175034,Tze,Harbusch,9999-01-01
175046,Demos,Escriba,9999-01-01
175065,Yuping,Choobineh,9999-01-01
175085,Ortrud,Serot,9999-01-01
175097,Udaiprakash,Marzano,9999-01-01
175130,Ronnie,Capobianchi,9999-01-01
175133,Arto,Stiles,9999-01-01
175140,Heekeun,Plavsic,9999-01-01
175149,Aemilian,Panienski,9999-01-01
175156,Naftaly,Bottner,9999-01-01
175162,Ugo,Panangaden,9999-01-01
175182,Narain,Aamodt,9999-01-01
175204,Nobuyoshi,Muhling,9999-01-01
175219,Shahar,Menhardt,9999-01-01
175226,Lakshmi,Walstra,9999-01-01
175248,Danny,Minakawa,9999-01-01
175255,Rafail,Setlzner,9999-01-01
175263,Goa,Benzaken,9999-01-01
175274,Jacqueline,Levergood,9999-01-01
175293,Yoshinari,Lally,9999-01-01
175301,Toshiki,Back,9999-01-01
175304,Alejandra,Nishimukai,9999-01-01
175357,Xiaoqiang,Szemeredi,9999-01-01
175364,Lijie,Camurati,9999-01-01
175367,Tadahiro,Iivonen,9999-01-01
175370,Hiroyasu,Conry,9999-01-01
175402,Vasilii,Merle,9999-01-01
175424,Shahab,Raney,9999-01-01
175425,Claude,Krybus,9999-01-01
175447,Gurbir,Gerlach,9999-01-01
175468,Dinkar,Hellwagner,9999-01-01
175481,Xiaoqiang,Reutenauer,9999-01-01
175487,Mara,Guardalben,9999-01-01
175490,Kotesh,Ishibashi,9999-01-01
175494,Taisook,Brandsma,9999-01-01
175504,Seshu,Babb,9999-01-01
175517,Mechthild,Baba,9999-01-01
175521,Rance,Crabtree,9999-01-01
175526,Paraskevi,Cromarty,9999-01-01
175528,Djelloul,Picci,9999-01-01
175537,Elrique,Gopalakrishnan,9999-01-01
175548,Koldo,Daescu,9999-01-01
175552,Olivera,Hiraishi,9999-01-01
175565,Matt,Reistad,9999-01-01
175567,Serap,Srimani,9999-01-01
175582,Younwoo,Roccetti,9999-01-01
175607,Vitaly,Isard,9999-01-01
175613,Syozo,Gils,9999-01-01
175631,Boalin,Zhang,9999-01-01
175651,Alagu,Pagter,9999-01-01
175660,Djelloul,Marakhovsky,9999-01-01
175686,Alenka,Masamoto,9999-01-01
175691,Shushma,Henders,9999-01-01
175700,Sachin,Chiola,9999-01-01
175701,Owen,Monarch,9999-01-01
175707,Xiaobin,Irland,9999-01-01
175712,Shuky,Ranta,9999-01-01
175721,Fayez,Jiang,9999-01-01
175745,Yucai,Otillio,9999-01-01
175758,Adly,Pelc,9999-01-01
175766,Odoardo,Guenter,9999-01-01
175767,Rosella,Makrucki,9999-01-01
175787,George,Murrill,9999-01-01
175815,Terresa,Lyonns,9999-01-01
175816,Shem,Gien,9999-01-01
175838,Elliott,Businaro,9999-01-01
175839,Adam,Garrabrants,9999-01-01
175847,Georgy,Kornatzky,9999-01-01
175854,Demos,Menhoudj,9999-01-01
175855,Adam,Marchegay,9999-01-01
175871,Akemi,Birge,9999-01-01
175880,Mandell,Simmel,9999-01-01
175897,Reuven,Alblas,9999-01-01
175899,Jixiang,Melter,9999-01-01
175908,Ennio,Solovay,9999-01-01
175928,Abdelkader,Angelov,9999-01-01
175956,Pohua,Borstler,9999-01-01
175962,Shuji,Chinen,9999-01-01
176004,Guoxiang,Sevcikova,9999-01-01
176006,Taegyun,Georg,9999-01-01
176009,Taegyun,Kenevan,9999-01-01
176013,Moto,Bail,9999-01-01
176025,Zhonghua,Brookman,9999-01-01
176029,Xinyu,Kaiserswerth,9999-01-01
176037,Satosi,Vieri,9999-01-01
176043,Masanao,Cools,9999-01-01
176049,Shooichi,Nergos,9999-01-01
176057,Shaz,Orlowska,9999-01-01
176069,Sibyl,Gunderson,9999-01-01
176073,Shaowen,Tetzlaff,9999-01-01
176074,Odysseas,Delaune,9999-01-01
176078,Mario,Szilard,9999-01-01
176100,Makato,Lovengreen,9999-01-01
176104,Adil,Ghemri,9999-01-01
176105,Mari,Maraist,9999-01-01
176107,Randi,Cichocki,9999-01-01
176114,Arno,Ranum,9999-01-01
176125,Maria,Ritcey,9999-01-01
176167,Marco,Bernini,9999-01-01
176172,Lalit,Krichel,9999-01-01
176186,Gita,Mansanne,9999-01-01
176198,Arie,Cannane,9999-01-01
176202,Marke,Weedon,9999-01-01
176206,Hidefumi,Lodder,9999-01-01
176210,Kazuhiro,Perl,9999-01-01
176215,Xiahua,Xiaoshan,9999-01-01
176224,Goetz,Ferriere,9999-01-01
176237,Sangeeta,Hedayat,9999-01-01
176242,Wuxu,Takanami,9999-01-01
176249,Munehiko,Terwilliger,9999-01-01
176258,Larisa,Honiden,9999-01-01
176263,Sachar,Weedon,9999-01-01
176267,Fusako,Berstel,9999-01-01
176269,Akeel,Cairo,9999-01-01
176280,Manu,Dehkordi,9999-01-01
176286,Guenter,Luon,9999-01-01
176309,Zejun,Thiria,9999-01-01
176312,Serif,Decaestecker,9999-01-01
176340,Taisook,Boguraev,9999-01-01
176358,Moss,Oppitz,9999-01-01
176374,Foong,Stille,9999-01-01
176398,Utpal,Ramamoorthy,9999-01-01
176402,Fumitaka,Ranon,9999-01-01
176410,Hidde,Gill,9999-01-01
176414,Armond,Pauthner,9999-01-01
176415,Chiranjit,Spinelli,9999-01-01
176424,Breannda,Rubsam,9999-01-01
176431,Duro,Dalton,9999-01-01
176457,Roddy,Biron,9999-01-01
176482,Yannis,Kobuchi,9999-01-01
176492,Miquel,Tiemann,9999-01-01
176496,Quingbo,Birke,9999-01-01
176509,Dhritiman,Kakkar,9999-01-01
176512,Unal,Boyle,9999-01-01
176525,Hidekazu,Brickell,9999-01-01
176528,Sanjeeva,VanScheik,9999-01-01
176567,Shim,Bail,9999-01-01
176587,Ebru,Peltason,9999-01-01
176604,Rosella,Ranai,9999-01-01
176606,Gonzalo,Leppanen,9999-01-01
176635,Giao,Gimarc,9999-01-01
176640,Monique,Menhardt,9999-01-01
176657,Tayeb,Suermann,9999-01-01
176660,Miquel,Speel,9999-01-01
176663,Maik,Schlumberger,9999-01-01
176672,Domenick,Moffat,9999-01-01
176678,Khun,Cochrane,9999-01-01
176698,Stevo,Schade,9999-01-01
176733,Nahid,Ariola,9999-01-01
176734,Moie,Potthoff,9999-01-01
176740,Basil,Birnbaum,9999-01-01
176741,Bernt,Buchter,9999-01-01
176760,Adamantios,Thambidurai,9999-01-01
176766,Utz,Birnbaum,9999-01-01
176772,Shigenori,Bael,9999-01-01
176777,Shay,Flanders,9999-01-01
176787,Niranjan,Luon,9999-01-01
176791,Stein,Solares,9999-01-01
176799,Weiwu,Vingron,9999-01-01
176814,Alejandro,Vesna,9999-01-01
176829,Marin,Rahimi,9999-01-01
176846,Akeno,Cooke,9999-01-01
176852,Udi,Gronowski,9999-01-01
176853,Lobel,Curless,9999-01-01
176872,Noritoshi,Servieres,9999-01-01
176874,Gill,Asmuth,9999-01-01
176891,Shounak,Lakshmanan,9999-01-01
176896,Adib,Tsukune,9999-01-01
176910,Shawna,Bojadziev,9999-01-01
176929,Shalesh,Jeong,9999-01-01
176933,Kokou,Thorensen,9999-01-01
176939,Sudharsan,Steenbeek,9999-01-01
176947,Koldo,Erde,9999-01-01
176954,Gaetan,Tzvieli,9999-01-01
176959,Guadalupe,Pavlopoulou,9999-01-01
176961,Vidya,Rusterholz,9999-01-01
176964,Chinhyun,Zobel,9999-01-01
176970,Xiaobin,Aseltine,9999-01-01
176993,Hisao,Hettesheimer,9999-01-01
176999,Rafael,Bellone,9999-01-01
177037,Armond,Lodder,9999-01-01
177040,Abdulah,Bahk,9999-01-01
177049,Manu,Walstra,9999-01-01
177071,Saeed,Kushner,9999-01-01
177088,Kiyotoshi,Swick,9999-01-01
177108,JoAnna,Knightly,9999-01-01
177128,Bernice,Figueira,9999-01-01
177134,Mohua,Kaminger,9999-01-01
177149,Kwangsub,Bauknecht,9999-01-01
177153,Kaijung,Angiulli,9999-01-01
177163,Alair,Auyong,9999-01-01
177168,Charmane,Albarhamtoshy,9999-01-01
177173,Fayez,Coors,9999-01-01
177195,Tzu,Cheshire,9999-01-01
177203,Licheng,Sinicrope,9999-01-01
177204,Shichao,Sadowski,9999-01-01
177223,Przemyslawa,Casperson,9999-01-01
177247,Atreye,Pell,9999-01-01
177255,Sanjiv,Prampolini,9999-01-01
177258,Saeko,Jervis,9999-01-01
177269,Sadegh,Reistad,9999-01-01
177274,Ziya,Range,9999-01-01
177282,Somnath,Sidhu,9999-01-01
177283,Magdalena,Cochrane,9999-01-01
177296,Limsoon,Besselaar,9999-01-01
177299,Munehiko,Kornyak,9999-01-01
177305,Josyula,Fraisse,9999-01-01
177307,Guttorm,Szmurlo,9999-01-01
177312,Samphel,Swen,9999-01-01
177313,Rajmohan,Porenta,9999-01-01
177320,Guiseppe,Fujisaki,9999-01-01
177324,Ennio,Bisiani,9999-01-01
177325,Ugo,Panienski,9999-01-01
177326,Irene,Antonakopoulos,9999-01-01
177353,Marsja,Luders,9999-01-01
177358,Pranav,Levasseur,9999-01-01
177369,Otmar,Ghemri,9999-01-01
177373,Aris,Schusler,9999-01-01
177381,JoAnne,Sury,9999-01-01
177400,Koichi,Birdsall,9999-01-01
177401,Randi,Peck,9999-01-01
177403,Tiina,Kawashimo,9999-01-01
177408,Anyuan,Verhoeff,9999-01-01
177411,DAIDA,Sichman,9999-01-01
177412,Mohammad,Ghemri,9999-01-01
177418,Hironobu,Makinen,9999-01-01
177432,Taisook,Falster,9999-01-01
177450,Saniya,Khalil,9999-01-01
177476,Uta,Murthy,9999-01-01
177477,Hitofumi,Goldhammer,9999-01-01
177482,Ramalingam,Benaini,9999-01-01
177485,Surveyors,Mukaidono,9999-01-01
177492,Billur,Ramsak,9999-01-01
177505,Xiaoqiu,Koshiba,9999-01-01
177509,Janalee,Cardazo,9999-01-01
177532,Peer,Riexinger,9999-01-01
177537,Arnould,Collette,9999-01-01
177559,Teruyuki,Walstra,9999-01-01
177560,Mototsugu,Maierhofer,9999-01-01
177569,Ingmar,Honglei,9999-01-01
177581,Gita,Molenaar,9999-01-01
177600,Lalit,Falster,9999-01-01
177624,Youjian,Niizuma,9999-01-01
177635,Rance,Zyda,9999-01-01
177644,Zengping,Lienhardt,9999-01-01
177688,Kirk,Bellmore,9999-01-01
177707,Baoqiu,dAstous,9999-01-01
177713,Woody,Poujol,9999-01-01
177717,Vishu,Spelt,9999-01-01
177727,Gritta,Tzvieli,9999-01-01
177728,Shushma,Versino,9999-01-01
177731,Miomir,Rusterholz,9999-01-01
177732,Tze,Giveon,9999-01-01
177735,Sanjoy,Baer,9999-01-01
177741,Sanjoy,Sidhu,9999-01-01
177742,Arve,Karner,9999-01-01
177744,Almudena,Kavvadias,9999-01-01
177775,Sahrah,Suppi,9999-01-01
177777,Siddarth,Oxenboll,9999-01-01
177786,Sham,Berstel,9999-01-01
177793,Francesca,Vigier,9999-01-01
177795,Vitali,Skrikant,9999-01-01
177806,Nathan,Bade,9999-01-01
177818,Guther,Heydon,9999-01-01
177821,Moie,Coors,9999-01-01
177824,Honesty,Rijsenbrij,9999-01-01
177832,Weiye,Harnett,9999-01-01
177850,Radoslaw,Karner,9999-01-01
177865,Jianhui,Benzaken,9999-01-01
177872,Apostol,Ebeling,9999-01-01
177876,Visit,Stasinski,9999-01-01
177879,Remko,Meszaros,9999-01-01
177948,Valter,Karnin,9999-01-01
177949,Bernardo,Munos,9999-01-01
177957,Paraskevi,Zaiane,9999-01-01
177970,Along,Remmele,9999-01-01
177971,Candida,Nyanchama,9999-01-01
178013,Deborah,Alblas,9999-01-01
178021,Tamiya,Kandlur,9999-01-01
178034,Yolla,Quadeer,9999-01-01
178039,Hitomi,Rosca,9999-01-01
178040,Rajmohan,Waterhouse,9999-01-01
178046,Valeri,Waymire,9999-01-01
178047,Froduald,Gyorkos,9999-01-01
178080,Shahid,Kornyak,9999-01-01
178081,Lucian,Speek,9999-01-01
178104,Toshimori,Papsdorf,9999-01-01
178133,Yonghong,Nitsche,9999-01-01
178148,Krister,Kulisch,9999-01-01
178162,Girolamo,Gunderson,9999-01-01
178163,Changho,Miara,9999-01-01
178164,Ramachenga,Fritzsche,9999-01-01
178167,Baocai,Brendel,9999-01-01
178172,Shao,Asrin,9999-01-01
178204,Lansing,Ratnaker,9999-01-01
178214,Fox,Jumpertz,9999-01-01
178215,Paddy,Ermel,9999-01-01
178229,Nahid,Vakili,9999-01-01
178232,Nigel,Baalen,9999-01-01
178234,Pranay,Attimonelli,9999-01-01
178236,Sverrir,Jansch,9999-01-01
178243,Xiping,Maliniak,9999-01-01
178252,Arif,Showalter,9999-01-01
178264,Naraig,Cmelik,9999-01-01
178289,Joydip,Peyn,9999-01-01
178334,Mrinalini,Hockney,9999-01-01
178338,Arlette,Showalter,9999-01-01
178364,Sigeru,Jonsson,9999-01-01
178379,Temple,Gist,9999-01-01
178380,Gregory,Petereit,9999-01-01
178386,Kristof,Kruskal,9999-01-01
178390,Hinrich,Ossenbruggen,9999-01-01
178397,Masaki,Lorys,9999-01-01
178411,Jiong,Bardell,9999-01-01
178418,Ung,Garigliano,9999-01-01
178428,Muzhong,Llado,9999-01-01
178430,Keiichiro,Penz,9999-01-01
178432,Yongdong,Madeira,9999-01-01
178441,Mahendra,Ermel,9999-01-01
178455,Erez,Avouris,9999-01-01
178461,Phuoc,Onuegbe,9999-01-01
178462,Toshiko,Naumovich,9999-01-01
178472,Denis,Shackel,9999-01-01
178514,Zita,Fontan,9999-01-01
178517,Marie,Flowers,9999-01-01
178519,Ramachenga,Azadmanesh,9999-01-01
178526,Xiadong,Ariola,9999-01-01
178538,Alenka,Macedo,9999-01-01
178552,Muzhong,Zucker,9999-01-01
178594,Remmert,Sifakis,9999-01-01
178605,Lucien,Matzov,9999-01-01
178617,Remzi,Mateescu,9999-01-01
178626,Goncalo,Ratnaker,9999-01-01
178654,Randy,Junot,9999-01-01
178658,Kshitij,Litecky,9999-01-01
178664,Anwar,Nitsch,9999-01-01
178671,Golgen,Garrabrants,9999-01-01
178677,Frazer,Bojadziev,9999-01-01
178680,Yahiko,Mandell,9999-01-01
178681,Gaetan,Copas,9999-01-01
178684,Pradeep,Weedon,9999-01-01
178686,Mohammad,Zaccaria,9999-01-01
178690,Hyuckchul,Panwar,9999-01-01
178692,Munir,Piazza,9999-01-01
178703,Xiaoqiang,Tsukune,9999-01-01
178709,Yinghua,Ramras,9999-01-01
178723,Hercules,Streng,9999-01-01
178724,Nadjib,Azadmanesh,9999-01-01
178734,Arunachalam,Rassart,9999-01-01
178742,Zejun,Pettis,9999-01-01
178747,Muneo,Marshall,9999-01-01
178748,Aleksander,Wegerle,9999-01-01
178751,Jianwen,Thummel,9999-01-01
178767,Gianluca,Halloran,9999-01-01
178804,Mooi,Krichel,9999-01-01
178847,Siddarth,dAstous,9999-01-01
178881,Kazuhiro,Doering,9999-01-01
178884,Sailaja,Sridhar,9999-01-01
178885,Mooi,Aloisi,9999-01-01
178886,Duke,Ecklund,9999-01-01
178887,Jianhui,Rassart,9999-01-01
178888,Sanjeeva,Pleszkun,9999-01-01
178889,Suzette,Vecchi,9999-01-01
178892,Tetsurou,Parascandalo,9999-01-01
178899,Gou,Radwan,9999-01-01
178910,Gila,Portugali,9999-01-01
178912,Krister,Calkin,9999-01-01
178926,Zengping,Segond,9999-01-01
178937,Gully,DuBourdieux,9999-01-01
178944,Shay,Rosin,9999-01-01
178950,Udo,Boissier,9999-01-01
178960,Munehiko,Gimbel,9999-01-01
178963,Kerhong,Peltason,9999-01-01
178966,Danny,Edelhoff,9999-01-01
178982,Heather,Schapire,9999-01-01
178987,Chaosheng,dAstous,9999-01-01
178990,Kiyomitsu,Attimonelli,9999-01-01
178992,Tooru,Snedden,9999-01-01
178993,Van,Wilharm,9999-01-01
178994,Lein,Kermarrec,9999-01-01
179010,Unal,Sichman,9999-01-01
179024,Persi,Back,9999-01-01
179025,Tadanori,Krybus,9999-01-01
179033,Ranga,Emmart,9999-01-01
179037,Ronghao,Puoti,9999-01-01
179042,Prodip,Worfolk,9999-01-01
179047,Masoud,Gunderson,9999-01-01
179055,Aruna,Masada,9999-01-01
179066,Yahiko,Picaronny,9999-01-01
