emp_no,first_name,last_name,birth_date,from_date,to_date,title
154333,Mokhtar,Rebaine,1965-01-10,1999-02-20,9999-01-01,Senior Engineer
154630,Masoud,Suwa,1965-01-22,1999-02-04,9999-01-01,Senior Engineer
154649,Boaz,Seuren,1965-01-31,1990-07-23,9999-01-01,Engineer
154736,Rosli,Butner,1965-01-25,1987-02-22,9999-01-01,Senior Engineer
154845,Shigenori,Hertweck,1965-01-15,1996-08-27,9999-01-01,Senior Staff
154898,Arunachalam,Oppitz,1965-01-04,1988-02-07,9999-01-01,Senior Staff
155189,Filipp,Winter,1965-01-23,1998-07-02,9999-01-01,Engineer
155421,Gift,Bottner,1965-01-31,1999-11-07,9999-01-01,Engineer
155689,Manohar,Kilgore,1965-01-18,1994-11-08,9999-01-01,Senior Engineer
156171,Zhongwei,Melski,1965-01-30,1990-04-14,9999-01-01,Senior Staff
156269,George,Casperson,1965-01-09,1998-09-19,9999-01-01,Engineer
156389,Alper,Tiemann,1965-01-06,1999-01-29,9999-01-01,Engineer
156789,Shuzo,Czaja,1965-01-04,1996-06-19,9999-01-01,Senior Engineer
156927,Shih,Shanbhogue,1965-01-27,1992-02-11,9999-01-01,Staff
157114,Seongbae,Schahn,1965-01-17,1996-07-06,9999-01-01,Staff
157147,Xiaobin,Narlikar,1965-01-23,1992-01-12,9999-01-01,Staff
157472,Tzu,Bakhtari,1965-01-28,1989-12-25,9999-01-01,Engineer
157900,Xiong,Anick,1965-01-02,1992-04-24,9999-01-01,Senior Engineer
158119,Valeska,Lupu,1965-01-31,1999-06-06,9999-01-01,Senior Staff
158281,Sajjan,Falby,1965-01-05,1989-10-07,9999-01-01,Senior Staff
158376,Jaana,Milicia,1965-02-01,1987-12-01,9999-01-01,Engineer
159350,Ute,Pokrovskii,1965-01-26,1992-01-18,9999-01-01,Staff
159458,Ayonca,Matzov,1965-01-16,1995-07-30,9999-01-01,Senior Staff
159476,Gopalakrishnan,Pehl,1965-01-06,1989-01-15,9999-01-01,Senior Staff
159529,Dmitry,Velardi,1965-01-07,1988-03-11,9999-01-01,Senior Staff
159824,Jolita,Neimat,1965-01-04,1985-10-31,9999-01-01,Technique Leader
159891,Steen,Gubsky,1965-01-15,1987-10-16,9999-01-01,Senior Staff
160477,Alexius,Plavsic,1965-01-14,1990-09-17,9999-01-01,Senior Staff
160773,Kish,Turnbull,1965-01-27,1993-09-15,9999-01-01,Staff
161258,Yucel,Bernini,1965-01-07,1997-03-09,9999-01-01,Engineer
161326,Pintsang,Impagliazzo,1965-01-30,1988-04-16,9999-01-01,Senior Engineer
161462,Shichao,Iwayama,1965-01-20,2001-01-31,9999-01-01,Senior Staff
161705,Moty,Sommen,1965-01-05,1986-04-11,9999-01-01,Senior Staff
161839,Mitsuyuki,Zockler,1965-01-01,1985-11-09,9999-01-01,Senior Engineer
162210,Chaosheng,Conta,1965-01-01,1995-03-15,9999-01-01,Engineer
162266,Zito,Alvarado,1965-01-15,1998-09-06,9999-01-01,Staff
162341,Gill,Niizuma,1965-01-07,1998-03-19,9999-01-01,Staff
162343,Keung,Simmel,1965-01-30,1988-07-29,9999-01-01,Staff
162417,Sanjeeva,Peron,1965-01-01,1991-05-23,9999-01-01,Engineer
162617,Sachem,McDermid,1965-01-12,1994-01-27,9999-01-01,Senior Staff
163863,Stafford,Terlouw,1965-01-28,1990-02-20,9999-01-01,Engineer
163918,Huiqun,Trystram,1965-01-04,1988-02-06,9999-01-01,Senior Staff
164069,Gunilla,Brendel,1965-01-16,1993-11-02,9999-01-01,Senior Engineer
164846,Tonny,Couchot,1965-01-24,1993-12-06,9999-01-01,Engineer
165491,Huan,Roccetti,1965-01-18,1995-05-18,9999-01-01,Senior Engineer
165682,Oldrich,Cyre,1965-01-20,1985-03-30,9999-01-01,Staff
166103,Duke,Picaronny,1965-01-20,1999-05-26,9999-01-01,Senior Engineer
166241,Halsur,Brodal,1965-01-01,1993-08-10,9999-01-01,Engineer
166862,Bezalel,Jording,1965-01-10,1998-06-29,9999-01-01,Senior Engineer
166906,Ioana,Jakobus,1965-01-03,1993-05-17,9999-01-01,Engineer
166913,Heather,Pehl,1965-01-03,1987-09-21,9999-01-01,Senior Engineer
167509,Shaowei,Nicolson,1965-01-01,1991-06-19,9999-01-01,Engineer
167649,Adhemar,Dalphin,1965-01-16,1989-06-11,9999-01-01,Senior Staff
167824,Sushant,Riefers,1965-01-26,1998-10-12,9999-01-01,Senior Staff
168149,Mariusz,Zolotykh,1965-01-17,1994-02-07,9999-01-01,Senior Staff
168388,Tayeb,Veevers,1965-01-17,1988-06-21,9999-01-01,Senior Engineer
168401,Jaber,Falco,1965-01-05,1985-06-27,9999-01-01,Senior Staff
168668,Przemyslawa,Esposito,1965-01-11,1986-06-20,9999-01-01,Senior Staff
169067,Xiaoqiang,Farrow,1965-01-12,1992-11-09,9999-01-01,Engineer
169262,Palash,Gammage,1965-01-27,1999-04-06,9999-01-01,Senior Engineer
169298,Xiahua,Gomatam,1965-01-22,1999-01-09,9999-01-01,Engineer
169636,Shuichi,Marrakchi,1965-01-27,1999-02-12,9999-01-01,Staff
169644,Conal,Magliocco,1965-01-21,1996-12-22,9999-01-01,Engineer
169743,Stepehn,Bouloucos,1965-01-24,1991-08-31,9999-01-01,Engineer
170108,Kwok,Journel,1965-01-16,1991-01-27,9999-01-01,Engineer
170274,Vugranam,Beausoleil,1965-01-22,1995-02-28,9999-01-01,Staff
170424,Hatem,Birsak,1965-01-30,1999-01-07,9999-01-01,Engineer
170433,Sasan,Brookner,1965-01-19,1987-09-12,9999-01-01,Engineer
170570,Fei,Rebaine,1965-01-29,1996-11-06,9999-01-01,Senior Staff
171209,Masako,Kornatzky,1965-01-30,1989-12-10,9999-01-01,Engineer
171656,Jianhua,Huttel,1965-01-08,1995-11-17,9999-01-01,Senior Staff
171687,Berni,Assaf,1965-01-11,1989-05-28,9999-01-01,Staff
172011,Gila,Ramsak,1965-01-21,1987-08-25,9999-01-01,Senior Staff
172015,Volkmar,Czaja,1965-01-16,1998-03-16,9999-01-01,Engineer
172233,Mrinalini,Holburn,1965-01-16,1987-01-17,9999-01-01,Engineer
172235,Chinho,Bottner,1965-01-22,1995-11-17,9999-01-01,Senior Staff
172353,Mayuko,Vural,1965-01-03,1986-07-04,9999-01-01,Technique Leader
172464,Lorien,Lagarias,1965-01-30,1998-08-12,9999-01-01,Senior Staff
172465,Subbu,Kaiserswerth,1965-01-07,1998-05-30,9999-01-01,Staff
172573,Jixiang,Loncour,1965-01-05,1993-10-20,9999-01-01,Staff
172661,Tamiya,Reutenauer,1965-01-04,1993-11-08,9999-01-01,Senior Engineer
172777,Pramod,Bierman,1965-01-04,1990-12-07,9999-01-01,Staff
172886,Kayoko,Attimonelli,1965-01-16,1997-10-05,9999-01-01,Senior Engineer
172953,Piyush,Gill,1965-01-01,1986-04-13,9999-01-01,Engineer
173037,Hideo,Buchter,1965-01-09,1994-05-03,9999-01-01,Technique Leader
173211,Danny,Lowrie,1965-01-22,1997-02-07,9999-01-01,Engineer
173350,Dinkar,Sinicrope,1965-01-19,1992-03-22,9999-01-01,Staff
173464,Atreye,Kabayashi,1965-01-09,1999-06-19,9999-01-01,Senior Staff
173670,Mingsen,Lally,1965-01-19,2002-07-02,9999-01-01,Senior Engineer
173674,Mechthild,Zongker,1965-01-17,1993-12-10,9999-01-01,Senior Staff
174026,Khalil,Mapelli,1965-01-16,1988-10-15,9999-01-01,Staff
174055,Zdislav,Solares,1965-01-15,1993-11-17,9999-01-01,Senior Staff
174347,Leandro,Swist,1965-01-03,1988-03-22,9999-01-01,Senior Engineer
174651,Noritoshi,Bakhtari,1965-01-13,1987-01-18,9999-01-01,Senior Staff
174740,Siddarth,Luke,1965-01-04,1992-12-14,9999-01-01,Senior Staff
175064,Navid,Staudhammer,1965-01-03,1985-09-08,9999-01-01,Assistant Engineer
175819,Miquel,Halloran,1965-01-15,1991-07-09,9999-01-01,Senior Staff
176231,Zsolt,Anily,1965-02-01,1998-12-07,9999-01-01,Senior Staff
176274,Sumant,Nishimukai,1965-01-15,1995-10-29,9999-01-01,Senior Staff
176335,Zvonko,Serdy,1965-01-23,1999-03-22,9999-01-01,Senior Engineer
176669,Anwar,Gubsky,1965-01-08,1999-06-07,9999-01-01,Senior Staff
176714,Parke,Serna,1965-01-24,1992-03-26,9999-01-01,Senior Engineer
176887,Mart,Plumb,1965-01-10,1988-01-18,9999-01-01,Staff
177006,Toshimi,Kragelund,1965-01-26,1997-04-24,9999-01-01,Senior Engineer
177084,Moie,Tempesti,1965-01-09,1986-03-19,9999-01-01,Engineer
177252,Susuma,Tagansky,1965-01-10,1993-03-08,9999-01-01,Senior Staff
177529,Mayuri,Flowers,1965-01-02,1990-05-18,9999-01-01,Senior Engineer
177692,Irena,Kaiserswerth,1965-01-05,1999-12-24,9999-01-01,Staff
177770,Wojceich,Honglei,1965-01-25,1990-05-01,9999-01-01,Senior Staff
178068,Narain,Mikschl,1965-01-28,1993-08-08,9999-01-01,Staff
178216,LiMin,Teitelbaum,1965-01-07,1993-03-05,9999-01-01,Senior Engineer
178915,Somnath,Uhrik,1965-01-04,1993-10-19,9999-01-01,Senior Staff
179211,Vitali,Dayang,1965-01-23,1997-07-05,9999-01-01,Senior Engineer
179593,Rimli,Walston,1965-01-28,1995-08-28,9999-01-01,Assistant Engineer
179753,Naftali,Kragelund,1965-01-12,1995-08-08,9999-01-01,Senior Engineer
180109,Ulises,Frolund,1965-01-11,1988-01-17,9999-01-01,Engineer
180741,Shunichi,Baer,1965-01-19,2001-05-06,9999-01-01,Staff
180817,Domenico,Wendorf,1965-02-01,1991-11-03,9999-01-01,Senior Engineer
180819,Dannz,Zhang,1965-02-01,1996-12-15,9999-01-01,Engineer
180846,Hatem,Bierbaum,1965-01-21,1998-11-02,9999-01-01,Senior Engineer
181131,Taisook,Kampfer,1965-01-10,1990-11-28,9999-01-01,Engineer
181244,Odoardo,Tyugu,1965-01-16,1988-10-06,9999-01-01,Engineer
182000,Yuchang,Busillo,1965-01-14,1988-11-20,9999-01-01,Senior Staff
182166,Tsutomu,Neiman,1965-01-13,1991-02-25,9999-01-01,Technique Leader
182310,Gully,Mitchem,1965-01-19,1991-05-19,9999-01-01,Senior Staff
182341,Surveyors,Muhling,1965-01-05,1985-12-24,9999-01-01,Senior Staff
182477,Mitsuyuki,Isard,1965-01-10,1992-11-10,9999-01-01,Senior Engineer
182624,Holgard,Hegner,1965-01-16,1987-02-16,9999-01-01,Staff
182885,Minghong,Candan,1965-02-01,1995-05-25,9999-01-01,Technique Leader
183311,Brigham,Asmuth,1965-01-26,1999-09-02,9999-01-01,Senior Engineer
183421,Wayne,Baba,1965-01-10,1997-12-06,9999-01-01,Senior Staff
183831,Hongzhu,Beetstra,1965-01-01,1987-03-22,9999-01-01,Senior Staff
183883,Gunilla,Matzen,1965-01-13,1999-12-19,9999-01-01,Senior Staff
184096,Mingsen,Weiland,1965-01-01,1994-02-11,9999-01-01,Engineer
184296,Prodip,Ritcey,1965-01-10,1985-05-08,9999-01-01,Staff
184394,Ranga,Waymire,1965-01-29,1990-03-01,9999-01-01,Staff
184838,Yefim,Pettey,1965-01-10,1991-06-05,9999-01-01,Senior Staff
185288,Vojin,Laventhal,1965-01-21,1994-09-29,9999-01-01,Staff
185520,Shen,Yamaashi,1965-01-13,1986-08-25,9999-01-01,Staff
186019,Uma,Prampolini,1965-01-29,1996-10-25,9999-01-01,Engineer
186052,Holgard,Stavenow,1965-01-04,1989-07-26,9999-01-01,Staff
186209,Mari,Swick,1965-01-10,1991-11-30,9999-01-01,Engineer
186214,Isaac,Klerer,1965-01-10,1989-10-25,9999-01-01,Technique Leader
186497,Hideyuki,Flanders,1965-01-27,1994-05-24,9999-01-01,Staff
186588,Gift,Solares,1965-01-01,1987-07-20,9999-01-01,Engineer
186893,Alois,Sanella,1965-01-19,1990-03-21,9999-01-01,Engineer
186947,Yongmin,Sidje,1965-01-18,1988-08-05,9999-01-01,Staff
187341,Vitali,Rothenberg,1965-01-03,1999-05-01,9999-01-01,Assistant Engineer
187387,Uzi,Kugler,1965-01-09,1986-02-03,9999-01-01,Senior Engineer
187854,Michaela,Fandrianto,1965-01-22,1991-12-07,9999-01-01,Staff
188411,Caolyn,Poujol,1965-01-15,1986-11-04,9999-01-01,Engineer
188477,Sudhanshu,Toyoshima,1965-01-07,1999-03-07,9999-01-01,Staff
188561,Munenori,Shobatake,1965-01-14,1992-05-11,9999-01-01,Senior Engineer
188574,Jaana,Werthner,1965-01-02,1998-06-11,9999-01-01,Senior Staff
188908,Hidefumi,Saoudi,1965-01-22,1998-08-23,9999-01-01,Staff
189305,Niranjan,Debuse,1965-01-09,1992-08-15,9999-01-01,Senior Staff
189409,Hugo,Comte,1965-01-24,1990-08-08,9999-01-01,Senior Engineer
189816,Chiranjit,Lyonns,1965-01-10,1987-06-07,9999-01-01,Staff
190054,Vasilii,Verhaegen,1965-01-07,1985-12-10,9999-01-01,Engineer
190095,Niteen,Ebeling,1965-01-24,1994-08-09,9999-01-01,Engineer
190316,Lenore,Badache,1965-01-26,1998-09-11,9999-01-01,Senior Staff
190436,Hironoby,Farrar,1965-01-18,1996-07-02,9999-01-01,Engineer
190445,Jahangir,Hofting,1965-01-31,1989-01-23,9999-01-01,Senior Staff
190550,Kish,Herbst,1965-01-13,1990-02-23,9999-01-01,Senior Engineer
190673,Heeju,Lorys,1965-01-04,1998-05-25,9999-01-01,Senior Staff
190861,Ipke,Farrar,1965-01-16,1991-04-15,9999-01-01,Engineer
191205,Phillip,Fontet,1965-01-11,1994-06-05,9999-01-01,Staff
191595,Zijian,Covnot,1965-01-08,1999-12-23,9999-01-01,Staff
191717,Khosrow,Sommen,1965-01-06,1997-03-29,9999-01-01,Staff
191859,Fumitake,Marchegay,1965-01-16,1985-11-30,9999-01-01,Senior Staff
191873,Parke,Staylopatis,1965-01-29,1987-04-05,9999-01-01,Senior Staff
191884,Masanao,Papastamatiou,1965-01-17,1991-08-12,9999-01-01,Senior Engineer
192025,Hideo,Ratnakar,1965-01-06,1994-07-19,9999-01-01,Senior Engineer
192216,Alper,Shinomoto,1965-01-16,1998-01-16,9999-01-01,Engineer
192358,Nahla,Serdy,1965-01-25,1990-09-07,9999-01-01,Senior Engineer
192368,Xinglin,Haldar,1965-01-13,1989-11-07,9999-01-01,Senior Staff
192572,Nahum,Codenie,1965-01-18,1990-08-14,9999-01-01,Senior Staff
192724,Candida,Felcyn,1965-01-28,1986-12-18,9999-01-01,Senior Engineer
193066,Nathalie,Foote,1965-01-04,1995-07-26,9999-01-01,Engineer
193163,Cullen,Mikschl,1965-01-19,1985-04-22,9999-01-01,Staff
193193,Sanjai,Kopetz,1965-01-15,1995-08-21,9999-01-01,Senior Staff
194070,Fun,Seiwald,1965-02-01,1998-01-07,9999-01-01,Engineer
194325,Ishfaq,Mahmud,1965-01-22,2001-10-24,9999-01-01,Staff
194456,Pintsang,Fujisawa,1965-01-25,1997-02-04,9999-01-01,Senior Engineer
194586,Duri,Beznosov,1965-01-03,1997-04-08,9999-01-01,Senior Staff
194712,Oksana,Redmiles,1965-01-15,1986-03-04,9999-01-01,Senior Engineer
194742,Gal,Ranta,1965-01-11,2002-05-20,9999-01-01,Engineer
194881,Moto,Kobara,1965-01-05,1995-09-21,9999-01-01,Engineer
195174,Nahum,Schahn,1965-01-20,1990-05-19,9999-01-01,Senior Engineer
195189,Xiaocheng,Kumaresan,1965-01-02,1989-04-20,9999-01-01,Staff
195343,Theron,Ravishankar,1965-01-09,1986-06-07,9999-01-01,Engineer
195421,Lena,Kohling,1965-01-27,1987-11-14,9999-01-01,Engineer
195931,Arnould,Buescher,1965-01-02,1998-11-07,9999-01-01,Senior Engineer
196051,Utpal,Zaumen,1965-01-21,1994-11-01,9999-01-01,Senior Engineer
196054,Jaques,Nanard,1965-01-28,1991-02-15,9999-01-01,Staff
196598,Nahum,Nishimukai,1965-01-27,1989-07-21,9999-01-01,Staff
196804,Sigeru,Versino,1965-01-24,1999-02-05,9999-01-01,Staff
197011,Woody,Trelles,1965-01-01,1987-04-07,9999-01-01,Engineer
197352,Youjian,Felder,1965-01-13,1996-09-30,9999-01-01,Staff
197359,Elliott,Speer,1965-01-05,1991-11-30,9999-01-01,Staff
197507,Shigeaki,Gihr,1965-01-01,1987-07-06,9999-01-01,Staff
197608,Jovan,Hockney,1965-01-18,1990-02-15,9999-01-01,Senior Engineer
197738,Aamod,Ranka,1965-01-23,1990-04-27,9999-01-01,Staff
198008,Randi,Munos,1965-01-23,1987-07-27,9999-01-01,Staff
198053,Kauko,Narwekar,1965-01-22,1992-01-31,9999-01-01,Senior Staff
198159,IEEE,VanScheik,1965-01-11,2001-12-05,9999-01-01,Engineer
198167,Shay,Heystek,1965-01-25,1992-12-05,9999-01-01,Engineer
198191,Masoud,Asmuth,1965-01-11,1988-08-22,9999-01-01,Technique Leader
198585,Yifei,Birjandi,1965-01-16,1997-02-10,9999-01-01,Engineer
198588,Cristinel,Gerlach,1965-01-02,1995-11-14,9999-01-01,Staff
198690,Horward,Khasidashvili,1965-01-31,1999-03-20,9999-01-01,Engineer
198873,Vivian,Hennebert,1965-01-31,1992-02-13,9999-01-01,Engineer
199147,Nikolaus,Akaboshi,1965-01-21,2000-08-07,9999-01-01,Engineer
199479,Bowen,Narwekar,1965-01-20,1990-08-03,9999-01-01,Engineer
199712,Fai,Maccarone,1965-01-31,1999-06-26,9999-01-01,Engineer
200034,Zijian,Rindone,1965-01-22,1994-04-02,9999-01-01,Senior Engineer
200035,Fox,Lodder,1965-01-11,1998-06-12,9999-01-01,Staff
200100,Boalin,Byoun,1965-01-15,1993-03-08,9999-01-01,Engineer
200309,Kwangjo,Menhardt,1965-01-08,1997-04-15,9999-01-01,Senior Engineer
200466,Gregory,Collavizza,1965-01-25,1994-08-14,9999-01-01,Engineer
200492,Shaowen,Poulakidas,1965-01-29,1991-07-06,9999-01-01,Senior Engineer
200503,Tsvetan,Sherertz,1965-01-03,1987-07-27,9999-01-01,Staff
200794,Lalit,Blokdijk,1965-01-26,1986-10-24,9999-01-01,Engineer
201374,Constantijn,Rusterholz,1965-01-19,1988-08-05,9999-01-01,Engineer
201377,Danai,Trelles,1965-01-07,1990-07-09,9999-01-01,Engineer
201393,Gita,Rodier,1965-01-03,1989-12-26,9999-01-01,Engineer
201694,Faiza,Bach,1965-01-04,1993-02-03,9999-01-01,Engineer
201780,Ebru,Doering,1965-01-29,1989-03-21,9999-01-01,Senior Engineer
201844,Uriel,Georg,1965-01-13,1995-12-11,9999-01-01,Assistant Engineer
202235,Masaru,Huhdanpaa,1965-01-17,1996-01-27,9999-01-01,Staff
202399,Shridhar,Chvatal,1965-01-15,1999-02-16,9999-01-01,Senior Staff
202429,Hongzue,Zultner,1965-01-28,2001-02-28,9999-01-01,Senior Engineer
202529,Georgi,Bednarek,1965-01-27,1994-07-15,9999-01-01,Engineer
202540,Bernd,Thummel,1965-01-04,1991-07-05,9999-01-01,Staff
202853,Ziya,Tokunaga,1965-01-10,2000-01-13,9999-01-01,Engineer
202926,Shuky,Journel,1965-01-02,1998-12-19,9999-01-01,Senior Staff
203105,Hideyuki,Slaats,1965-01-12,1997-06-01,9999-01-01,Senior Staff
203179,Syozo,Maliniak,1965-01-21,1993-09-28,9999-01-01,Staff
203305,Moti,Steenbeek,1965-01-24,1989-10-22,9999-01-01,Engineer
203354,Fumiya,Griswold,1965-01-15,1992-08-19,9999-01-01,Engineer
203771,Sanjay,Litecky,1965-01-25,2000-08-14,9999-01-01,Engineer
203777,Jungsoon,Bail,1965-01-04,1991-10-26,9999-01-01,Staff
204169,Takanari,Ermel,1965-01-09,1991-03-10,9999-01-01,Senior Staff
204266,Marl,Fiebach,1965-01-12,1992-08-21,9999-01-01,Engineer
204552,Ashish,Candan,1965-01-04,1994-09-04,9999-01-01,Staff
204677,Hironobu,Brodie,1965-01-27,1999-04-29,9999-01-01,Senior Engineer
204816,Vesna,Lammel,1965-01-28,1995-11-30,9999-01-01,Senior Staff
205261,Kauko,Fujisawa,1965-01-24,1989-08-01,9999-01-01,Senior Engineer
205279,Xuejun,Pfau,1965-01-15,1998-02-28,9999-01-01,Senior Staff
205280,Jacopo,Bellone,1965-01-04,1995-11-04,9999-01-01,Staff
205287,Moon,Pews,1965-01-22,1990-03-15,9999-01-01,Senior Staff
205293,Eben,Calkin,1965-01-28,1988-04-07,9999-01-01,Technique Leader
205303,Val,Barvinok,1965-01-04,1986-11-05,9999-01-01,Engineer
205436,Chiranjit,Serot,1965-01-18,1985-08-02,9999-01-01,Technique Leader
205501,Shawna,Chiodo,1965-01-19,1996-09-23,9999-01-01,Senior Staff
205882,Kankanahalli,Ciolek,1965-01-17,1994-01-11,9999-01-01,Senior Engineer
206087,Shaz,Driscoll,1965-01-29,1987-08-22,9999-01-01,Senior Engineer
206635,Pranav,Berztiss,1965-01-25,1999-01-12,9999-01-01,Staff
206646,Bokyung,Plump,1965-01-02,1990-12-16,9999-01-01,Senior Engineer
206712,Palash,Spieker,1965-01-02,1990-10-23,9999-01-01,Staff
206743,Kamakshi,Bahl,1965-01-30,2000-09-07,9999-01-01,Senior Engineer
206987,Wilmer,Luke,1965-01-28,1993-06-13,9999-01-01,Senior Staff
207268,Tesuya,Mansanne,1965-01-13,1988-10-11,9999-01-01,Staff
207499,Irena,Terkki,1965-01-13,1992-03-27,9999-01-01,Staff
207829,Vasilis,Ginneken,1965-01-16,1995-12-15,9999-01-01,Staff
208364,King,Benzmuller,1965-01-11,1998-03-04,9999-01-01,Engineer
208504,Kamakshi,Badache,1965-01-24,1996-11-19,9999-01-01,Engineer
209605,Luisa,Itzfeldt,1965-01-21,1998-12-04,9999-01-01,Senior Staff
209762,Patricio,Itzfeldt,1965-02-01,1997-05-29,9999-01-01,Senior Staff
210071,Hilari,Christ,1965-01-12,1988-05-20,9999-01-01,Assistant Engineer
210369,Yishai,Sessa,1965-01-04,1989-08-04,9999-01-01,Senior Engineer
210383,Angus,Jullig,1965-01-31,1988-09-04,9999-01-01,Technique Leader
210708,Kamakshi,Manders,1965-01-28,1992-07-17,9999-01-01,Staff
210805,Poornachandra,Asser,1965-01-09,1991-09-15,9999-01-01,Staff
210821,Bodo,Halevi,1965-01-10,1996-01-07,9999-01-01,Staff
211179,Danae,Kragelund,1965-01-27,1999-08-24,9999-01-01,Engineer
211303,Oguz,Schurmann,1965-01-16,1986-04-13,9999-01-01,Senior Staff
211445,Florian,Uhrig,1965-01-06,1991-07-10,9999-01-01,Senior Staff
211599,Yannik,Falco,1965-01-13,1996-10-16,9999-01-01,Senior Staff
212127,Kersti,Granlund,1965-01-21,1994-01-24,9999-01-01,Engineer
212689,Subhada,Janetzko,1965-01-04,1989-01-29,9999-01-01,Senior Engineer
212852,Weidon,Pollacia,1965-01-28,1991-01-27,9999-01-01,Senior Staff
213262,Muneo,Gunderson,1965-01-01,1992-08-08,9999-01-01,Engineer
213480,Marko,Velardi,1965-01-25,1995-01-23,9999-01-01,Senior Staff
213646,Deborah,Kaminger,1965-01-07,1989-09-13,9999-01-01,Technique Leader
213979,Jeanna,Bratten,1965-01-10,1991-04-08,9999-01-01,Engineer
214043,Valery,Babb,1965-01-11,1989-06-07,9999-01-01,Senior Staff
214261,Zengping,Kakkar,1965-01-12,1991-09-03,9999-01-01,Staff
214487,Anestis,Setlzner,1965-01-09,1996-06-13,9999-01-01,Technique Leader
214598,Eberhardt,Spelt,1965-01-31,1994-11-08,9999-01-01,Senior Engineer
214813,Basem,Beausoleil,1965-01-16,2001-03-26,9999-01-01,Engineer
215040,Morris,Fargier,1965-01-02,1987-02-06,9999-01-01,Engineer
215088,Yechezkel,Yurov,1965-01-26,1995-01-22,9999-01-01,Staff
215397,Masami,Merro,1965-01-24,1999-08-15,9999-01-01,Senior Staff
216264,Marek,Tomescu,1965-01-09,1999-08-11,9999-01-01,Senior Engineer
216274,Naraig,Snyers,1965-01-23,1993-08-13,9999-01-01,Senior Staff
216589,Parviz,Picco,1965-01-25,1995-07-11,9999-01-01,Senior Staff
216739,Malu,Ossenbruggen,1965-02-01,1998-01-31,9999-01-01,Staff
216872,Alexius,Crouzet,1965-01-24,1995-09-21,9999-01-01,Staff
217547,Tommaso,Raczkowsky,1965-01-25,1987-11-17,9999-01-01,Engineer
217862,Fei,Erez,1965-02-01,1993-03-30,9999-01-01,Senior Engineer
218188,Irene,Sethi,1965-01-21,1994-03-22,9999-01-01,Engineer
218442,Tsz,Daescu,1965-01-19,1988-10-01,9999-01-01,Senior Staff
218460,Bikash,Vilarrasa,1965-01-18,1997-09-15,9999-01-01,Staff
218462,Uno,Solares,1965-01-29,1992-07-07,9999-01-01,Senior Staff
218978,Jolita,Claffy,1965-01-26,1999-10-08,9999-01-01,Senior Staff
219416,Willard,Verspoor,1965-01-06,1997-03-09,9999-01-01,Engineer
219823,Dekang,Tsunoo,1965-01-15,1994-08-16,9999-01-01,Staff
219830,Frazer,Candan,1965-01-15,1994-03-06,9999-01-01,Senior Engineer
219923,Divier,Ishibashi,1965-02-01,1985-12-09,9999-01-01,Staff
220458,Kazuhisa,Riesenhuber,1965-01-19,1991-04-07,9999-01-01,Staff
220617,Tonia,Shigei,1965-01-01,1997-06-22,9999-01-01,Senior Engineer
220728,Kitty,Halloran,1965-01-14,1987-04-01,9999-01-01,Staff
220829,Ronnie,Denos,1965-01-17,1993-02-14,9999-01-01,Senior Engineer
220906,Koichi,Grabner,1965-01-06,1997-09-04,9999-01-01,Senior Staff
221107,Martine,Cangellaris,1965-01-08,1999-11-01,9999-01-01,Staff
221168,Goncalo,Barbanera,1965-01-08,1997-07-27,9999-01-01,Senior Staff
221752,Weiwu,Lamma,1965-01-09,1996-06-28,9999-01-01,Senior Staff
221931,Anneli,Pappas,1965-02-01,1998-02-15,9999-01-01,Engineer
222429,Mitsuyuki,Jeansoulin,1965-01-15,1991-07-07,9999-01-01,Senior Engineer
222782,Leen,Peak,1965-01-03,1990-02-14,9999-01-01,Senior Engineer
223123,Hsiangchu,Taubenfeld,1965-01-26,2002-07-16,9999-01-01,Engineer
223230,Mototsugu,Prampolini,1965-01-09,1997-12-31,9999-01-01,Engineer
223579,Elvia,Schwartzburd,1965-01-20,1991-05-27,9999-01-01,Engineer
223691,Remco,Duclos,1965-01-05,1997-12-15,9999-01-01,Staff
223857,Marco,Jahnichen,1965-01-24,1999-12-17,9999-01-01,Staff
224486,Somnath,Bierbaum,1965-01-22,1988-05-15,9999-01-01,Senior Staff
224568,Bernd,Anick,1965-01-03,1986-03-08,9999-01-01,Staff
224576,Elliott,Copas,1965-01-22,1997-04-11,9999-01-01,Engineer
224687,Ipke,Schneeberger,1965-01-21,1997-11-13,9999-01-01,Staff
224739,Chinho,Delgrande,1965-01-06,1998-04-17,9999-01-01,Senior Staff
224833,Aris,Sambasivam,1965-01-05,1988-06-12,9999-01-01,Senior Engineer
224839,Dayanand,Wielonsky,1965-01-28,1999-04-16,9999-01-01,Technique Leader
224922,Juyoung,Willoner,1965-01-17,1989-05-02,9999-01-01,Engineer
224947,Prasadram,Piazza,1965-01-20,1986-10-15,9999-01-01,Senior Staff
225259,Ewing,Baak,1965-01-28,1991-01-02,9999-01-01,Staff
225363,Shigeo,Emmart,1965-01-22,1994-11-27,9999-01-01,Senior Engineer
225388,Conal,Shackell,1965-01-19,1998-08-17,9999-01-01,Engineer
225588,Mrinalini,Bierbaum,1965-01-21,1990-03-19,9999-01-01,Engineer
226099,Alain,Lieberherr,1965-01-08,1985-12-31,9999-01-01,Senior Engineer
226445,Adamantios,Heemskerk,1965-01-22,1994-09-02,9999-01-01,Senior Staff
226480,Laurentiu,Morton,1965-01-22,1998-11-16,9999-01-01,Engineer
